Age at enrollment,Curricular units 1st sem (approved),Curricular units 2nd sem (approved),Unemployment rate,Inflation rate,GDP,Daytime/evening attendance,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Target,Marital status,Application mode,Course,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Application order
20,4,5,15.5,2.8,-4.06,1,0,0,1,0,1,Enrolled,1,8,10,1,1,1,10,10,1
35,8,8,9.4,-0.8,-3.12,1,0,0,1,0,1,Graduate,4,12,12,12,23,1,10,5,1
21,3,4,7.6,2.6,0.32,1,1,0,1,0,0,Graduate,1,1,14,1,22,27,1,1,1
18,6,7,12.4,0.5,1.79,1,1,0,1,0,1,Enrolled,1,1,12,1,13,14,8,10,4
18,7,8,16.2,0.3,-0.92,1,0,0,1,0,1,Graduate,1,1,12,1,3,28,4,8,1
18,5,4,16.2,0.3,-0.92,1,1,0,1,0,0,Graduate,1,8,10,1,13,14,6,9,4
22,6,6,12.4,0.5,1.79,0,1,0,1,0,0,Graduate,1,15,3,14,13,27,8,7,1
19,7,7,10.8,1.4,1.74,1,1,0,1,0,0,Graduate,1,1,12,1,1,1,5,11,2
18,5,5,13.9,-0.3,0.79,1,1,0,1,0,1,Graduate,1,9,9,1,13,28,10,8,2
19,0,0,12.4,0.5,1.79,1,1,1,1,0,0,Dropout,1,1,2,1,24,1,4,5,2
18,7,8,11.1,0.6,2.02,1,0,0,1,0,1,Graduate,1,1,12,1,13,1,10,6,1
31,0,0,16.2,0.3,-0.92,0,0,1,0,0,0,Dropout,2,12,17,12,13,29,6,4,1
33,5,6,9.4,-0.8,-3.12,0,0,1,1,0,1,Graduate,2,12,3,12,1,14,2,6,1
19,8,8,9.4,-0.8,-3.12,1,1,0,1,0,1,Graduate,1,1,12,1,13,28,8,8,3
18,6,6,12.7,3.7,-1.7,1,1,0,1,0,1,Graduate,1,8,10,1,23,28,8,8,1
23,3,5,7.6,2.6,0.32,1,0,0,1,0,0,Graduate,1,1,9,1,7,14,5,4,1
20,5,6,9.4,-0.8,-3.12,1,1,0,1,0,0,Graduate,1,8,10,1,23,28,6,8,1
18,8,8,9.4,-0.8,-3.12,1,1,0,1,0,0,Graduate,1,1,12,1,23,28,5,9,5
21,8,5,8.9,1.4,3.51,1,1,1,1,0,0,Enrolled,1,17,6,16,1,1,5,4,1
22,5,5,12.7,3.7,-1.7,1,0,0,1,0,1,Graduate,1,1,10,1,13,28,6,7,1
20,6,6,9.4,-0.8,-3.12,1,1,1,1,0,0,Graduate,1,1,10,1,1,14,5,5,1
23,6,6,7.6,2.6,0.32,1,1,0,1,0,0,Graduate,1,4,12,3,13,28,5,11,1
19,6,6,16.2,0.3,-0.92,1,1,0,1,0,0,Graduate,1,8,15,1,3,1,5,6,2
19,7,7,10.8,1.4,1.74,1,1,0,1,0,0,Graduate,1,8,12,1,1,27,2,2,6
26,2,3,10.8,1.4,1.74,0,0,0,1,0,0,Dropout,1,12,17,1,13,28,8,5,1
18,7,8,16.2,0.3,-0.92,1,1,0,1,0,0,Graduate,1,1,12,1,1,27,5,4,6
18,1,0,9.4,-0.8,-3.12,1,1,0,1,1,0,Dropout,1,9,7,1,1,27,8,8,1
20,6,6,16.2,0.3,-0.92,1,1,0,1,1,0,Graduate,1,15,4,14,23,27,10,10,1
19,0,0,15.5,2.8,-4.06,1,0,0,1,1,0,Dropout,1,1,14,1,3,1,5,5,1
32,5,4,10.8,1.4,1.74,0,0,0,0,1,0,Dropout,1,14,17,1,22,27,10,10,1
31,2,3,9.4,-0.8,-3.12,1,0,0,0,1,0,Dropout,2,12,8,1,13,14,5,5,1
25,1,1,13.9,-0.3,0.79,1,0,0,1,1,0,Enrolled,1,12,7,12,1,14,5,6,1
21,5,5,16.2,0.3,-0.92,1,1,0,1,0,0,Graduate,1,13,6,14,13,3,10,2,1
31,4,1,12.7,3.7,-1.7,0,0,0,0,0,0,Dropout,2,14,17,1,22,27,5,10,1
34,1,1,16.2,0.3,-0.92,1,0,0,1,0,0,Dropout,2,12,16,1,22,27,6,6,1
18,6,6,11.1,0.6,2.02,1,0,0,1,0,1,Graduate,1,1,10,1,13,14,10,10,1
19,0,0,12.4,0.5,1.79,1,1,1,1,0,0,Dropout,1,1,10,1,13,14,10,10,3
21,1,1,8.9,1.4,3.51,1,1,1,1,0,0,Enrolled,1,17,14,16,13,27,4,7,1
18,3,5,9.4,-0.8,-3.12,1,1,0,0,0,0,Dropout,1,1,16,1,23,27,6,4,2
20,6,6,11.1,0.6,2.02,1,1,0,1,0,0,Graduate,1,1,11,1,13,29,5,9,1
20,6,6,15.5,2.8,-4.06,1,1,0,1,0,0,Graduate,1,14,15,1,23,27,10,6,1
18,5,5,11.1,0.6,2.02,1,1,0,1,0,1,Graduate,1,8,14,1,23,28,8,9,3
19,4,6,7.6,2.6,0.32,1,1,0,1,0,0,Graduate,1,1,10,1,23,28,8,9,1
19,0,4,12.7,3.7,-1.7,1,1,0,1,0,0,Enrolled,1,14,6,1,13,14,6,2,1
30,0,1,11.1,0.6,2.02,1,1,0,1,0,1,Dropout,4,12,8,1,3,1,6,6,1
19,6,6,11.1,0.6,2.02,1,1,0,1,0,0,Graduate,1,8,10,1,13,28,6,6,1
19,7,8,12.7,3.7,-1.7,1,1,0,1,0,0,Graduate,1,1,13,1,23,27,8,8,3
19,7,7,12.7,3.7,-1.7,1,1,0,1,0,1,Graduate,1,1,12,1,1,27,5,8,4
19,6,6,12.4,0.5,1.79,1,1,0,1,0,0,Graduate,1,1,6,1,13,28,10,10,1
20,5,6,7.6,2.6,0.32,1,1,0,1,0,0,Graduate,1,1,10,1,1,1,4,4,3
25,0,2,13.9,-0.3,0.79,1,0,1,1,1,0,Dropout,1,13,7,1,13,27,10,4,1
19,0,0,12.4,0.5,1.79,1,0,0,1,1,0,Dropout,1,1,15,1,13,14,10,10,2
34,6,6,9.4,-0.8,-3.12,1,0,1,1,0,1,Graduate,2,12,16,1,22,14,8,4,1
18,7,7,12.7,3.7,-1.7,1,1,0,1,0,1,Graduate,1,9,12,1,23,27,10,6,2
18,8,8,9.4,-0.8,-3.12,1,1,0,1,0,1,Graduate,1,1,12,1,1,1,5,6,6
20,6,5,11.1,0.6,2.02,1,0,0,1,0,0,Graduate,1,1,14,1,23,28,10,11,1
20,7,7,10.8,1.4,1.74,1,1,0,1,0,1,Graduate,1,8,12,1,13,27,10,8,2
23,8,5,8.9,1.4,3.51,0,0,1,1,0,0,Enrolled,1,17,17,1,23,28,29,44,1
28,1,0,10.8,1.4,1.74,1,0,0,1,0,0,Dropout,1,12,14,1,22,27,7,7,1
18,5,6,15.5,2.8,-4.06,1,0,0,1,0,0,Enrolled,1,8,15,1,22,14,10,11,1
19,5,4,16.2,0.3,-0.92,1,1,0,1,0,0,Graduate,1,14,9,1,13,28,10,10,1
34,2,4,7.6,2.6,0.32,1,1,0,1,0,0,Dropout,2,1,9,1,23,27,10,9,1
35,0,0,8.9,1.4,3.51,1,0,0,1,0,0,Dropout,2,16,16,1,22,27,8,9,1
32,5,5,12.4,0.5,1.79,0,0,0,1,0,0,Graduate,1,4,17,15,22,27,10,8,1
19,6,6,11.1,0.6,2.02,1,1,0,1,0,0,Graduate,1,8,11,1,13,14,5,8,2
18,4,5,11.1,0.6,2.02,1,1,0,1,0,0,Graduate,1,8,14,1,1,14,10,8,5
35,4,5,9.4,-0.8,-3.12,1,0,0,0,0,0,Dropout,2,12,9,1,22,27,10,10,1
24,4,4,12.4,0.5,1.79,0,0,0,1,1,1,Enrolled,1,12,3,1,1,10,5,6,1
20,6,6,13.9,-0.3,0.79,1,1,0,1,0,1,Graduate,1,8,10,1,13,27,10,10,1
18,6,6,16.2,0.3,-0.92,1,1,0,1,1,1,Graduate,1,1,15,1,13,14,5,10,3
20,7,7,10.8,1.4,1.74,1,1,0,1,1,1,Graduate,1,1,12,1,23,14,8,10,3
18,0,0,9.4,-0.8,-3.12,1,1,0,0,1,0,Dropout,1,8,11,1,1,14,5,8,5
18,5,5,12.4,0.5,1.79,1,0,0,1,1,1,Graduate,1,1,7,1,13,14,5,5,1
20,4,4,9.4,-0.8,-3.12,1,0,0,1,1,1,Graduate,1,1,14,1,13,27,6,8,1
19,6,6,12.4,0.5,1.79,1,1,0,1,1,0,Dropout,1,8,16,1,13,28,4,4,2
20,6,5,7.6,2.6,0.32,1,1,0,1,1,1,Enrolled,1,1,5,1,1,1,5,10,2
19,6,6,10.8,1.4,1.74,1,0,0,1,1,0,Graduate,1,1,10,1,13,1,10,10,1
20,5,4,7.6,2.6,0.32,1,1,0,1,1,0,Graduate,1,1,15,1,21,27,1,1,1
22,6,7,11.1,0.6,2.02,1,1,0,1,1,0,Graduate,1,1,12,1,13,14,10,8,1
18,4,6,11.1,0.6,2.02,1,0,0,1,1,1,Enrolled,1,8,7,1,1,14,10,9,2
19,7,7,12.7,3.7,-1.7,1,0,0,1,1,0,Graduate,1,1,12,1,23,28,10,10,1
22,3,2,13.9,-0.3,0.79,1,0,0,1,1,0,Dropout,1,15,4,14,1,14,10,8,1
20,5,5,8.9,1.4,3.51,1,1,0,1,1,0,Graduate,1,8,7,1,4,10,3,10,5
34,0,0,12.4,0.5,1.79,1,0,1,0,1,0,Dropout,2,12,4,1,1,31,10,4,1
24,1,0,16.2,0.3,-0.92,0,0,0,1,1,0,Dropout,2,12,3,12,1,1,5,5,1
26,0,0,7.6,2.6,0.32,1,1,0,1,1,0,Dropout,1,12,14,1,19,24,1,1,2
35,4,5,12.4,0.5,1.79,1,0,0,1,1,0,Dropout,1,12,12,1,22,27,10,7,1
22,5,5,7.6,2.6,0.32,0,1,0,1,1,0,Graduate,1,1,17,1,2,27,5,10,1
26,4,3,9.4,-0.8,-3.12,1,1,0,1,1,0,Enrolled,1,9,11,1,23,28,6,6,1
19,3,0,8.9,1.4,3.51,1,0,0,1,1,0,Dropout,1,8,9,1,1,14,4,5,1
19,0,0,8.9,1.4,3.51,1,1,0,0,1,0,Dropout,1,1,11,1,3,14,4,10,5
20,0,0,15.5,2.8,-4.06,1,0,1,1,1,0,Graduate,1,15,2,14,3,3,3,3,1
21,10,8,11.1,0.6,2.02,1,0,1,1,1,0,Graduate,1,16,14,1,3,3,2,11,1
19,6,6,13.9,-0.3,0.79,1,1,0,1,0,1,Graduate,1,1,15,1,1,14,8,8,2
18,6,6,12.7,3.7,-1.7,1,1,0,1,0,0,Graduate,1,1,15,1,13,14,10,10,3
23,12,10,8.9,1.4,3.51,1,0,0,1,0,1,Graduate,1,17,4,16,1,28,9,9,1
18,5,5,12.7,3.7,-1.7,1,1,0,1,0,1,Graduate,1,8,9,1,13,28,6,8,3
18,7,7,12.7,3.7,-1.7,1,1,0,1,0,0,Graduate,1,9,12,1,22,28,6,8,1
19,7,7,10.8,1.4,1.74,1,1,0,1,0,0,Graduate,1,1,12,1,23,28,10,10,3
21,11,8,8.9,1.4,3.51,1,1,0,1,0,0,Graduate,1,17,9,16,1,14,21,37,1
18,6,6,15.5,2.8,-4.06,1,1,0,1,0,1,Graduate,1,1,6,1,22,27,10,7,1
24,6,6,10.8,1.4,1.74,1,1,0,1,0,1,Graduate,1,1,15,1,23,27,10,6,1
18,7,8,16.2,0.3,-0.92,1,1,0,1,0,0,Dropout,1,1,12,1,3,29,3,4,4
18,6,3,13.9,-0.3,0.79,1,1,0,1,0,0,Enrolled,1,1,14,1,13,1,6,8,1
20,6,7,12.4,0.5,1.79,1,1,0,1,0,0,Graduate,1,8,12,1,13,27,10,8,2
19,3,4,9.4,-0.8,-3.12,1,1,0,1,0,0,Enrolled,1,8,6,1,1,14,5,10,2
18,3,3,7.6,2.6,0.32,1,1,0,0,0,1,Dropout,1,1,15,1,19,28,1,9,5
19,4,3,10.8,1.4,1.74,1,0,0,1,0,1,Dropout,1,14,11,1,1,14,6,8,1
19,5,5,10.8,1.4,1.74,1,1,0,1,0,0,Graduate,1,8,16,1,1,28,5,9,2
18,6,6,10.8,1.4,1.74,1,0,1,1,0,0,Graduate,1,1,10,3,1,28,10,4,5
20,6,6,11.1,0.6,2.02,1,1,0,1,0,0,Enrolled,1,1,16,1,13,1,32,16,2
18,8,8,9.4,-0.8,-3.12,1,1,0,1,0,1,Graduate,1,1,12,1,23,28,10,10,5
19,6,6,11.1,0.6,2.02,1,1,0,1,0,1,Graduate,1,8,13,1,23,28,6,6,6
18,4,2,13.9,-0.3,0.79,1,1,0,1,0,0,Enrolled,1,8,9,1,3,28,3,11,3
18,6,6,7.6,2.6,0.32,1,1,0,1,0,0,Graduate,1,1,12,1,22,27,10,10,2
21,4,2,11.1,0.6,2.02,1,1,0,1,0,0,Enrolled,1,1,6,1,1,27,5,10,1
19,1,0,7.6,2.6,0.32,1,1,1,0,0,0,Dropout,1,8,11,1,19,28,1,8,1
21,7,8,12.4,0.5,1.79,1,1,0,1,0,0,Graduate,1,1,12,1,1,1,4,4,4
18,4,3,11.1,0.6,2.02,1,0,0,1,0,0,Enrolled,1,1,6,1,4,1,3,10,1
18,7,8,12.7,3.7,-1.7,1,0,0,1,0,1,Graduate,1,8,13,1,13,28,10,8,3
18,7,8,11.1,0.6,2.02,1,0,0,1,0,0,Graduate,1,1,12,1,1,1,4,11,1
23,0,1,10.8,1.4,1.74,1,0,0,0,0,0,Dropout,1,1,8,1,3,1,2,4,1
20,3,4,16.2,0.3,-0.92,1,1,0,1,0,0,Enrolled,1,1,10,1,13,27,8,8,1
18,7,8,16.2,0.3,-0.92,1,0,0,1,0,0,Graduate,1,1,12,1,23,28,6,6,1
19,5,5,7.6,2.6,0.32,1,1,0,1,0,0,Enrolled,1,8,16,1,1,14,3,11,2
27,6,6,12.4,0.5,1.79,1,0,0,1,0,1,Enrolled,1,12,12,1,1,28,4,8,1
19,5,4,11.1,0.6,2.02,1,1,1,0,0,1,Enrolled,1,8,9,1,22,27,10,7,1
21,5,5,15.5,2.8,-4.06,1,1,0,1,0,0,Dropout,1,14,8,1,1,14,10,10,1
19,7,7,10.8,1.4,1.74,1,1,0,1,0,1,Graduate,1,9,12,1,22,28,8,9,1
21,6,6,13.9,-0.3,0.79,1,0,0,1,0,1,Graduate,1,15,10,1,22,27,7,10,1
18,5,4,10.8,1.4,1.74,1,1,0,1,0,0,Graduate,1,1,15,1,13,14,10,10,5
20,5,4,12.7,3.7,-1.7,1,1,0,1,0,1,Graduate,1,8,6,1,13,28,8,8,1
18,5,5,9.4,-0.8,-3.12,1,1,0,1,0,1,Graduate,1,1,16,1,22,27,10,8,1
18,6,6,12.7,3.7,-1.7,1,1,1,0,0,1,Dropout,1,8,5,1,1,1,5,9,1
18,6,6,8.9,1.4,3.51,1,1,0,1,0,0,Graduate,1,1,6,1,1,3,5,5,3
18,6,6,16.2,0.3,-0.92,1,1,0,1,0,1,Graduate,1,8,15,1,1,1,4,4,4
19,5,7,12.4,0.5,1.79,1,1,0,1,0,1,Enrolled,1,1,12,1,1,1,8,8,3
23,11,8,8.9,1.4,3.51,1,1,1,0,0,0,Enrolled,1,17,6,16,13,28,9,10,1
24,6,6,8.9,1.4,3.51,1,1,0,1,0,1,Graduate,1,12,6,12,13,14,5,10,1
19,0,0,10.8,1.4,1.74,1,1,0,1,0,0,Graduate,1,1,2,1,1,1,4,4,1
18,7,7,12.7,3.7,-1.7,1,1,0,1,0,0,Graduate,1,1,12,1,13,14,10,10,3
19,6,6,12.7,3.7,-1.7,1,0,0,1,0,0,Graduate,1,1,5,1,1,14,5,4,2
19,0,0,10.8,1.4,1.74,1,1,0,1,0,0,Dropout,1,8,16,1,23,14,5,10,2
20,5,5,11.1,0.6,2.02,1,0,0,1,0,1,Enrolled,1,1,10,1,1,28,6,9,1
20,6,5,13.9,-0.3,0.79,1,0,0,1,0,0,Enrolled,1,1,6,1,1,10,5,6,1
26,4,0,7.6,2.6,0.32,1,0,0,1,0,0,Dropout,1,12,15,1,19,27,1,1,1
36,0,0,15.5,2.8,-4.06,1,0,1,0,1,0,Dropout,1,12,11,12,13,1,10,6,1
19,0,0,10.8,1.4,1.74,1,0,0,0,1,0,Dropout,1,8,2,1,1,1,5,11,1
27,0,0,15.5,2.8,-4.06,1,0,0,0,1,0,Dropout,1,13,7,1,13,27,10,10,1
18,1,0,8.9,1.4,3.51,1,0,0,1,1,0,Dropout,1,1,7,1,3,1,15,31,4
18,7,7,10.8,1.4,1.74,1,1,0,1,1,1,Graduate,1,1,12,1,22,28,10,10,4
28,0,0,12.4,0.5,1.79,1,0,0,1,1,0,Dropout,1,12,5,1,23,28,6,6,1
21,0,0,12.4,0.5,1.79,1,1,0,1,1,0,Graduate,1,15,2,14,13,1,10,10,1
19,6,6,7.6,2.6,0.32,1,0,0,1,1,0,Graduate,1,1,12,1,13,27,5,10,1
26,0,0,9.4,-0.8,-3.12,1,0,1,0,1,0,Dropout,1,12,14,7,6,16,4,4,1
20,9,6,11.1,0.6,2.02,1,1,0,1,1,0,Dropout,1,16,7,1,1,14,4,6,1
19,7,7,12.7,3.7,-1.7,1,1,0,1,1,0,Graduate,1,1,12,1,23,28,10,10,6
21,3,4,12.7,3.7,-1.7,1,1,0,1,1,0,Dropout,1,1,9,1,13,14,8,4,1
23,5,6,8.9,1.4,3.51,1,0,0,1,1,1,Graduate,1,17,14,16,1,14,10,10,1
29,6,6,11.1,0.6,2.02,0,0,0,1,1,0,Graduate,1,12,3,13,23,27,5,9,1
20,7,7,12.7,3.7,-1.7,1,0,0,1,1,0,Graduate,1,1,12,1,1,1,10,10,1
18,6,6,15.5,2.8,-4.06,1,0,0,1,1,0,Graduate,1,1,10,1,1,14,6,10,1
19,5,5,9.4,-0.8,-3.12,1,1,0,1,1,0,Graduate,1,1,15,1,1,28,4,6,1
23,3,3,10.8,1.4,1.74,1,0,0,0,1,0,Dropout,1,4,13,3,1,27,5,9,1
21,0,0,13.9,-0.3,0.79,1,0,0,1,1,0,Dropout,1,1,2,1,23,1,6,2,1
18,5,4,15.5,2.8,-4.06,1,1,0,1,1,0,Enrolled,1,8,9,1,1,1,10,4,1
18,0,0,10.8,1.4,1.74,1,1,0,1,1,1,Graduate,1,1,2,1,22,14,8,8,1
21,1,0,9.4,-0.8,-3.12,1,1,1,0,1,0,Dropout,1,1,5,1,13,27,6,6,5
22,0,0,11.1,0.6,2.02,1,0,0,1,1,0,Dropout,1,16,10,1,1,1,6,10,1
21,7,5,8.9,1.4,3.51,1,1,0,1,1,0,Graduate,1,9,13,1,3,14,3,9,1
32,0,0,16.2,0.3,-0.92,1,1,0,0,1,0,Dropout,1,12,12,1,23,14,10,10,1
27,18,13,15.5,2.8,-4.06,1,1,0,1,1,0,Graduate,1,4,4,3,1,14,5,2,1
18,6,6,7.6,2.6,0.32,1,1,0,1,1,0,Graduate,1,1,12,1,13,28,10,9,1
24,6,2,15.5,2.8,-4.06,1,1,0,1,1,1,Graduate,1,12,5,1,1,1,6,4,1
22,2,0,12.7,3.7,-1.7,1,1,0,1,1,0,Dropout,1,1,8,1,13,27,2,10,1
22,0,0,10.8,1.4,1.74,1,1,0,0,1,0,Dropout,1,14,8,1,2,3,4,3,1
19,5,5,13.9,-0.3,0.79,1,1,0,1,1,0,Graduate,1,1,9,1,22,27,10,6,3
19,0,0,7.6,2.6,0.32,1,1,0,1,1,0,Dropout,1,8,7,1,22,11,5,12,6
21,4,3,10.8,1.4,1.74,1,1,0,1,1,0,Enrolled,1,1,6,1,1,14,4,4,2
18,8,8,9.4,-0.8,-3.12,1,1,0,1,0,1,Graduate,1,1,12,1,1,1,3,8,2
18,6,5,9.4,-0.8,-3.12,1,1,0,1,0,0,Graduate,1,1,11,1,3,14,4,11,2
20,0,0,16.2,0.3,-0.92,1,1,1,1,0,0,Dropout,1,1,2,1,13,14,10,10,1
19,6,6,13.9,-0.3,0.79,1,1,0,1,0,0,Graduate,1,8,10,1,1,14,5,10,1
19,5,6,8.9,1.4,3.51,1,1,1,1,0,0,Graduate,1,8,15,1,23,28,29,39,5
18,5,6,12.4,0.5,1.79,1,1,0,1,0,1,Graduate,1,8,11,1,10,1,10,4,1
20,6,6,16.2,0.3,-0.92,1,1,0,1,0,0,Enrolled,1,1,8,1,1,1,4,10,1
22,7,9,12.4,0.5,1.79,1,0,1,1,0,1,Graduate,1,15,5,14,10,27,4,10,1
31,6,7,12.4,0.5,1.79,1,0,0,1,0,0,Graduate,2,12,13,12,22,28,10,10,1
19,7,7,16.2,0.3,-0.92,1,0,0,1,0,1,Graduate,1,8,16,1,13,14,10,9,1
18,0,0,12.4,0.5,1.79,1,1,0,1,0,0,Enrolled,1,1,2,1,1,3,4,4,2
18,6,5,8.9,1.4,3.51,1,1,0,1,0,1,Graduate,1,1,11,1,23,28,10,8,2
21,5,5,7.6,2.6,0.32,1,0,0,1,0,0,Graduate,1,1,6,1,10,1,2,12,1
18,7,8,13.9,-0.3,0.79,1,1,0,1,0,1,Graduate,1,8,12,1,23,1,10,8,5
25,0,0,15.5,2.8,-4.06,1,0,1,0,1,0,Dropout,1,15,9,14,2,27,3,9,1
21,0,0,11.1,0.6,2.02,1,0,1,1,1,0,Dropout,1,6,7,1,1,3,6,9,1
19,7,7,10.8,1.4,1.74,1,1,0,1,0,1,Graduate,1,9,12,1,23,27,6,6,2
19,5,5,10.8,1.4,1.74,1,1,0,1,0,0,Enrolled,1,1,15,1,23,1,10,10,2
22,4,1,7.6,2.6,0.32,1,1,0,1,0,0,Dropout,1,8,11,1,9,24,6,1,1
19,5,5,12.4,0.5,1.79,1,0,0,1,1,0,Graduate,1,6,9,1,23,1,10,2,1
58,0,0,11.1,0.6,2.02,0,0,0,1,0,0,Dropout,1,12,3,12,22,27,10,6,1
19,4,6,10.8,1.4,1.74,1,1,0,1,0,1,Graduate,1,7,10,1,13,27,10,8,2
23,6,10,9.4,-0.8,-3.12,1,1,0,1,1,0,Graduate,1,14,14,1,22,27,10,10,1
19,4,3,9.4,-0.8,-3.12,1,1,0,1,0,1,Enrolled,1,1,15,1,22,27,10,10,2
18,7,8,13.9,-0.3,0.79,1,1,0,1,0,0,Graduate,1,9,12,1,13,1,5,8,3
20,5,4,7.6,2.6,0.32,1,0,0,1,0,0,Graduate,1,1,6,1,13,14,12,12,2
18,0,0,12.7,3.7,-1.7,1,0,0,0,0,0,Dropout,1,8,6,1,13,14,12,8,5
18,6,5,8.9,1.4,3.51,1,0,0,1,0,0,Graduate,1,8,14,1,3,14,6,6,1
18,5,5,11.1,0.6,2.02,1,1,1,1,0,1,Graduate,1,8,9,1,13,14,6,8,4
24,6,5,11.1,0.6,2.02,1,0,0,1,0,0,Dropout,1,12,8,1,23,28,10,11,1
18,5,5,10.8,1.4,1.74,1,1,0,1,0,0,Dropout,1,8,16,1,22,27,10,6,4
19,5,3,9.4,-0.8,-3.12,1,1,0,1,0,1,Enrolled,1,1,9,1,1,28,6,8,3
19,6,6,8.9,1.4,3.51,1,1,0,1,0,1,Graduate,1,8,10,1,13,28,10,8,3
18,6,6,7.6,2.6,0.32,1,1,0,1,0,0,Graduate,1,1,11,1,23,28,7,7,1
18,4,5,12.7,3.7,-1.7,1,1,0,1,0,0,Enrolled,1,1,8,1,13,27,10,10,2
19,0,0,10.8,1.4,1.74,1,1,0,1,0,1,Graduate,1,1,2,1,13,14,6,6,1
22,6,4,13.9,-0.3,0.79,1,0,0,1,0,0,Graduate,1,15,6,1,4,4,3,7,1
19,5,2,10.8,1.4,1.74,1,1,0,1,0,0,Enrolled,1,1,11,1,2,27,2,2,1
21,3,4,12.7,3.7,-1.7,1,1,0,1,0,1,Enrolled,3,8,10,1,22,27,10,10,1
21,5,6,8.9,1.4,3.51,1,1,0,1,0,1,Graduate,1,8,15,1,13,28,10,8,1
18,7,7,10.8,1.4,1.74,1,1,0,1,0,1,Graduate,1,1,12,1,23,28,6,8,3
20,4,1,10.8,1.4,1.74,1,1,0,1,0,0,Dropout,1,1,16,1,1,10,5,10,5
18,6,5,7.6,2.6,0.32,1,1,0,1,0,1,Enrolled,1,1,11,1,22,28,8,8,3
19,6,6,12.7,3.7,-1.7,1,1,0,1,0,0,Graduate,1,7,5,1,1,28,5,9,3
18,6,6,11.1,0.6,2.02,1,1,0,1,0,1,Enrolled,1,1,12,1,1,28,10,10,2
26,6,2,11.1,0.6,2.02,1,0,1,0,1,0,Dropout,1,6,9,1,26,1,4,5,1
19,2,2,8.9,1.4,3.51,1,0,1,1,0,0,Enrolled,1,6,7,1,1,3,21,31,1
35,6,6,15.5,2.8,-4.06,0,0,0,1,0,0,Graduate,2,12,3,1,22,27,10,10,1
19,6,6,12.4,0.5,1.79,1,1,0,1,0,1,Graduate,1,9,14,1,1,1,10,10,1
18,4,5,10.8,1.4,1.74,1,1,0,1,1,0,Graduate,1,1,6,1,23,27,10,7,1
19,4,4,7.6,2.6,0.32,1,0,0,1,1,0,Graduate,1,1,14,1,13,14,8,4,5
25,17,17,12.4,0.5,1.79,1,1,0,1,1,0,Graduate,1,1,2,1,1,1,10,10,1
18,6,6,11.1,0.6,2.02,1,1,0,1,1,0,Graduate,1,8,11,1,1,1,5,4,6
26,0,0,16.2,0.3,-0.92,1,1,1,0,1,0,Dropout,1,8,4,1,1,4,10,6,1
34,5,5,9.4,-0.8,-3.12,0,0,0,1,1,0,Graduate,1,14,17,1,1,1,7,7,1
18,0,0,12.7,3.7,-1.7,1,1,0,0,1,0,Dropout,1,1,11,1,4,14,5,4,2
18,0,0,9.4,-0.8,-3.12,1,0,0,0,1,0,Dropout,1,1,2,1,3,20,4,6,1
18,4,3,8.9,1.4,3.51,1,1,0,1,1,1,Dropout,1,8,7,1,1,14,5,4,3
20,3,3,12.4,0.5,1.79,1,0,0,1,1,0,Dropout,1,15,4,14,22,27,10,5,1
25,6,9,16.2,0.3,-0.92,1,0,0,1,1,0,Graduate,1,15,5,14,1,14,5,5,1
18,6,5,11.1,0.6,2.02,1,0,0,1,1,0,Dropout,1,8,8,1,2,1,5,2,1
19,11,12,15.5,2.8,-4.06,1,1,0,1,1,0,Graduate,1,1,4,1,13,27,10,10,1
20,0,0,10.8,1.4,1.74,1,1,0,1,1,0,Dropout,1,1,2,1,1,1,5,2,1
20,6,6,10.8,1.4,1.74,1,1,0,1,1,1,Graduate,1,9,10,1,13,27,6,8,2
20,4,4,7.6,2.6,0.32,1,0,0,1,1,0,Enrolled,1,1,7,1,3,1,3,4,1
19,0,0,11.1,0.6,2.02,1,1,0,1,1,1,Dropout,1,1,9,1,1,27,5,10,2
20,5,4,8.9,1.4,3.51,1,0,0,1,1,0,Enrolled,1,1,9,1,1,14,5,6,1
18,6,6,11.1,0.6,2.02,1,1,0,1,1,0,Enrolled,1,1,12,1,1,1,4,8,6
19,4,1,16.2,0.3,-0.92,1,1,0,1,1,0,Enrolled,1,1,14,1,2,28,21,35,1
20,0,0,9.4,-0.8,-3.12,1,1,0,0,1,0,Dropout,1,9,9,1,22,27,8,8,1
24,4,4,15.5,2.8,-4.06,1,0,0,1,1,0,Dropout,1,12,14,1,23,27,8,8,1
20,5,6,16.2,0.3,-0.92,1,1,0,1,1,0,Graduate,1,15,4,14,23,28,10,9,1
19,3,4,9.4,-0.8,-3.12,1,1,0,1,1,0,Enrolled,1,1,14,1,3,14,3,9,3
23,2,1,8.9,1.4,3.51,1,0,0,1,1,0,Dropout,1,16,7,1,1,14,5,5,1
20,6,5,7.6,2.6,0.32,1,1,0,1,1,0,Enrolled,1,8,11,1,13,14,5,4,2
21,11,8,9.4,-0.8,-3.12,0,0,0,1,1,0,Graduate,1,14,3,1,19,24,1,1,4
20,3,0,10.8,1.4,1.74,1,1,0,1,1,0,Dropout,1,8,7,1,8,10,10,10,2
21,4,4,7.6,2.6,0.32,1,1,0,1,1,0,Enrolled,2,8,7,1,22,28,5,5,5
