Age at enrollment,Curricular units 1st sem (approved),Curricular units 2nd sem (approved),Unemployment rate,Inflation rate,GDP,Daytime/evening attendance,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Marital status,Application mode,Course,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Application order,Target
20,5,4,8.9,1.4,3.51,1,1,1,1,0,1,1,1,10,1,1,28,32,35,6,Graduate
28,1,0,9.4,-0.8,-3.12,1,1,0,0,0,0,1,12,10,1,19,24,1,1,1,Dropout
27,3,4,10.8,1.4,1.74,1,0,0,1,0,0,1,4,9,3,23,28,2,10,1,Graduate
22,12,12,7.6,2.6,0.32,1,0,1,1,0,0,1,14,12,1,22,24,12,1,2,Graduate
37,6,6,16.2,0.3,-0.92,1,0,1,1,0,0,2,12,4,12,13,27,10,11,1,Enrolled
28,1,0,12.7,3.7,-1.7,0,0,0,0,0,0,1,4,3,3,22,28,1,6,1,Dropout
43,4,4,8.9,1.4,3.51,1,0,1,0,0,0,2,12,4,1,22,27,10,10,1,Dropout
32,0,0,10.8,1.4,1.74,1,1,0,0,0,0,1,14,13,1,22,27,10,10,1,Dropout
20,4,5,15.5,2.8,-4.06,1,0,0,1,0,1,1,8,10,1,1,1,10,10,1,Enrolled
35,8,8,9.4,-0.8,-3.12,1,0,0,1,0,1,4,12,12,12,23,1,10,5,1,Graduate
21,3,4,7.6,2.6,0.32,1,1,0,1,0,0,1,1,14,1,22,27,1,1,1,Graduate
18,6,7,12.4,0.5,1.79,1,1,0,1,0,1,1,1,12,1,13,14,8,10,4,Enrolled
18,7,8,16.2,0.3,-0.92,1,0,0,1,0,1,1,1,12,1,3,28,4,8,1,Graduate
18,5,4,16.2,0.3,-0.92,1,1,0,1,0,0,1,8,10,1,13,14,6,9,4,Graduate
22,6,6,12.4,0.5,1.79,0,1,0,1,0,0,1,15,3,14,13,27,8,7,1,Graduate
19,7,7,10.8,1.4,1.74,1,1,0,1,0,0,1,1,12,1,1,1,5,11,2,Graduate
18,5,5,13.9,-0.3,0.79,1,1,0,1,0,1,1,9,9,1,13,28,10,8,2,Graduate
19,0,0,12.4,0.5,1.79,1,1,1,1,0,0,1,1,2,1,24,1,4,5,2,Dropout
18,7,8,11.1,0.6,2.02,1,0,0,1,0,1,1,1,12,1,13,1,10,6,1,Graduate
31,0,0,16.2,0.3,-0.92,0,0,1,0,0,0,2,12,17,12,13,29,6,4,1,Dropout
33,5,6,9.4,-0.8,-3.12,0,0,1,1,0,1,2,12,3,12,1,14,2,6,1,Graduate
19,8,8,9.4,-0.8,-3.12,1,1,0,1,0,1,1,1,12,1,13,28,8,8,3,Graduate
18,6,6,12.7,3.7,-1.7,1,1,0,1,0,1,1,8,10,1,23,28,8,8,1,Graduate
23,3,5,7.6,2.6,0.32,1,0,0,1,0,0,1,1,9,1,7,14,5,4,1,Graduate
20,5,6,9.4,-0.8,-3.12,1,1,0,1,0,0,1,8,10,1,23,28,6,8,1,Graduate
18,8,8,9.4,-0.8,-3.12,1,1,0,1,0,0,1,1,12,1,23,28,5,9,5,Graduate
21,8,5,8.9,1.4,3.51,1,1,1,1,0,0,1,17,6,16,1,1,5,4,1,Enrolled
22,5,5,12.7,3.7,-1.7,1,0,0,1,0,1,1,1,10,1,13,28,6,7,1,Graduate
20,6,6,9.4,-0.8,-3.12,1,1,1,1,0,0,1,1,10,1,1,14,5,5,1,Graduate
23,6,6,7.6,2.6,0.32,1,1,0,1,0,0,1,4,12,3,13,28,5,11,1,Graduate
19,6,6,16.2,0.3,-0.92,1,1,0,1,0,0,1,8,15,1,3,1,5,6,2,Graduate
19,7,7,10.8,1.4,1.74,1,1,0,1,0,0,1,8,12,1,1,27,2,2,6,Graduate
26,2,3,10.8,1.4,1.74,0,0,0,1,0,0,1,12,17,1,13,28,8,5,1,Dropout
18,7,8,16.2,0.3,-0.92,1,1,0,1,0,0,1,1,12,1,1,27,5,4,6,Graduate
18,1,0,9.4,-0.8,-3.12,1,1,0,1,1,0,1,9,7,1,1,27,8,8,1,Dropout
20,6,6,16.2,0.3,-0.92,1,1,0,1,1,0,1,15,4,14,23,27,10,10,1,Graduate
19,0,0,15.5,2.8,-4.06,1,0,0,1,1,0,1,1,14,1,3,1,5,5,1,Dropout
32,5,4,10.8,1.4,1.74,0,0,0,0,1,0,1,14,17,1,22,27,10,10,1,Dropout
31,2,3,9.4,-0.8,-3.12,1,0,0,0,1,0,2,12,8,1,13,14,5,5,1,Dropout
25,1,1,13.9,-0.3,0.79,1,0,0,1,1,0,1,12,7,12,1,14,5,6,1,Enrolled
21,5,5,16.2,0.3,-0.92,1,1,0,1,0,0,1,13,6,14,13,3,10,2,1,Graduate
31,4,1,12.7,3.7,-1.7,0,0,0,0,0,0,2,14,17,1,22,27,5,10,1,Dropout
34,1,1,16.2,0.3,-0.92,1,0,0,1,0,0,2,12,16,1,22,27,6,6,1,Dropout
18,6,6,11.1,0.6,2.02,1,0,0,1,0,1,1,1,10,1,13,14,10,10,1,Graduate
19,0,0,12.4,0.5,1.79,1,1,1,1,0,0,1,1,10,1,13,14,10,10,3,Dropout
21,1,1,8.9,1.4,3.51,1,1,1,1,0,0,1,17,14,16,13,27,4,7,1,Enrolled
18,3,5,9.4,-0.8,-3.12,1,1,0,0,0,0,1,1,16,1,23,27,6,4,2,Dropout
20,6,6,11.1,0.6,2.02,1,1,0,1,0,0,1,1,11,1,13,29,5,9,1,Graduate
20,6,6,15.5,2.8,-4.06,1,1,0,1,0,0,1,14,15,1,23,27,10,6,1,Graduate
18,5,5,11.1,0.6,2.02,1,1,0,1,0,1,1,8,14,1,23,28,8,9,3,Graduate
19,4,6,7.6,2.6,0.32,1,1,0,1,0,0,1,1,10,1,23,28,8,9,1,Graduate
19,0,4,12.7,3.7,-1.7,1,1,0,1,0,0,1,14,6,1,13,14,6,2,1,Enrolled
30,0,1,11.1,0.6,2.02,1,1,0,1,0,1,4,12,8,1,3,1,6,6,1,Dropout
19,6,6,11.1,0.6,2.02,1,1,0,1,0,0,1,8,10,1,13,28,6,6,1,Graduate
19,7,8,12.7,3.7,-1.7,1,1,0,1,0,0,1,1,13,1,23,27,8,8,3,Graduate
19,7,7,12.7,3.7,-1.7,1,1,0,1,0,1,1,1,12,1,1,27,5,8,4,Graduate
19,6,6,12.4,0.5,1.79,1,1,0,1,0,0,1,1,6,1,13,28,10,10,1,Graduate
20,5,6,7.6,2.6,0.32,1,1,0,1,0,0,1,1,10,1,1,1,4,4,3,Graduate
25,0,2,13.9,-0.3,0.79,1,0,1,1,1,0,1,13,7,1,13,27,10,4,1,Dropout
19,0,0,12.4,0.5,1.79,1,0,0,1,1,0,1,1,15,1,13,14,10,10,2,Dropout
34,6,6,9.4,-0.8,-3.12,1,0,1,1,0,1,2,12,16,1,22,14,8,4,1,Graduate
18,7,7,12.7,3.7,-1.7,1,1,0,1,0,1,1,9,12,1,23,27,10,6,2,Graduate
18,8,8,9.4,-0.8,-3.12,1,1,0,1,0,1,1,1,12,1,1,1,5,6,6,Graduate
20,6,5,11.1,0.6,2.02,1,0,0,1,0,0,1,1,14,1,23,28,10,11,1,Graduate
20,7,7,10.8,1.4,1.74,1,1,0,1,0,1,1,8,12,1,13,27,10,8,2,Graduate
23,8,5,8.9,1.4,3.51,0,0,1,1,0,0,1,17,17,1,23,28,29,44,1,Enrolled
28,1,0,10.8,1.4,1.74,1,0,0,1,0,0,1,12,14,1,22,27,7,7,1,Dropout
18,5,6,15.5,2.8,-4.06,1,0,0,1,0,0,1,8,15,1,22,14,10,11,1,Enrolled
19,5,4,16.2,0.3,-0.92,1,1,0,1,0,0,1,14,9,1,13,28,10,10,1,Graduate
34,2,4,7.6,2.6,0.32,1,1,0,1,0,0,2,1,9,1,23,27,10,9,1,Dropout
35,0,0,8.9,1.4,3.51,1,0,0,1,0,0,2,16,16,1,22,27,8,9,1,Dropout
32,5,5,12.4,0.5,1.79,0,0,0,1,0,0,1,4,17,15,22,27,10,8,1,Graduate
19,6,6,11.1,0.6,2.02,1,1,0,1,0,0,1,8,11,1,13,14,5,8,2,Graduate
18,4,5,11.1,0.6,2.02,1,1,0,1,0,0,1,8,14,1,1,14,10,8,5,Graduate
35,4,5,9.4,-0.8,-3.12,1,0,0,0,0,0,2,12,9,1,22,27,10,10,1,Dropout
24,4,4,12.4,0.5,1.79,0,0,0,1,1,1,1,12,3,1,1,10,5,6,1,Enrolled
20,6,6,13.9,-0.3,0.79,1,1,0,1,0,1,1,8,10,1,13,27,10,10,1,Graduate
18,6,6,16.2,0.3,-0.92,1,1,0,1,1,1,1,1,15,1,13,14,5,10,3,Graduate
20,7,7,10.8,1.4,1.74,1,1,0,1,1,1,1,1,12,1,23,14,8,10,3,Graduate
18,0,0,9.4,-0.8,-3.12,1,1,0,0,1,0,1,8,11,1,1,14,5,8,5,Dropout
18,5,5,12.4,0.5,1.79,1,0,0,1,1,1,1,1,7,1,13,14,5,5,1,Graduate
20,4,4,9.4,-0.8,-3.12,1,0,0,1,1,1,1,1,14,1,13,27,6,8,1,Graduate
19,6,6,12.4,0.5,1.79,1,1,0,1,1,0,1,8,16,1,13,28,4,4,2,Dropout
20,6,5,7.6,2.6,0.32,1,1,0,1,1,1,1,1,5,1,1,1,5,10,2,Enrolled
19,6,6,10.8,1.4,1.74,1,0,0,1,1,0,1,1,10,1,13,1,10,10,1,Graduate
20,5,4,7.6,2.6,0.32,1,1,0,1,1,0,1,1,15,1,21,27,1,1,1,Graduate
22,6,7,11.1,0.6,2.02,1,1,0,1,1,0,1,1,12,1,13,14,10,8,1,Graduate
18,4,6,11.1,0.6,2.02,1,0,0,1,1,1,1,8,7,1,1,14,10,9,2,Enrolled
19,7,7,12.7,3.7,-1.7,1,0,0,1,1,0,1,1,12,1,23,28,10,10,1,Graduate
22,3,2,13.9,-0.3,0.79,1,0,0,1,1,0,1,15,4,14,1,14,10,8,1,Dropout
20,5,5,8.9,1.4,3.51,1,1,0,1,1,0,1,8,7,1,4,10,3,10,5,Graduate
34,0,0,12.4,0.5,1.79,1,0,1,0,1,0,2,12,4,1,1,31,10,4,1,Dropout
24,1,0,16.2,0.3,-0.92,0,0,0,1,1,0,2,12,3,12,1,1,5,5,1,Dropout
26,0,0,7.6,2.6,0.32,1,1,0,1,1,0,1,12,14,1,19,24,1,1,2,Dropout
35,4,5,12.4,0.5,1.79,1,0,0,1,1,0,1,12,12,1,22,27,10,7,1,Dropout
22,5,5,7.6,2.6,0.32,0,1,0,1,1,0,1,1,17,1,2,27,5,10,1,Graduate
26,4,3,9.4,-0.8,-3.12,1,1,0,1,1,0,1,9,11,1,23,28,6,6,1,Enrolled
19,3,0,8.9,1.4,3.51,1,0,0,1,1,0,1,8,9,1,1,14,4,5,1,Dropout
19,0,0,8.9,1.4,3.51,1,1,0,0,1,0,1,1,11,1,3,14,4,10,5,Dropout
20,0,0,15.5,2.8,-4.06,1,0,1,1,1,0,1,15,2,14,3,3,3,3,1,Graduate
21,10,8,11.1,0.6,2.02,1,0,1,1,1,0,1,16,14,1,3,3,2,11,1,Graduate
19,6,6,13.9,-0.3,0.79,1,1,0,1,0,1,1,1,15,1,1,14,8,8,2,Graduate
18,6,6,12.7,3.7,-1.7,1,1,0,1,0,0,1,1,15,1,13,14,10,10,3,Graduate
23,12,10,8.9,1.4,3.51,1,0,0,1,0,1,1,17,4,16,1,28,9,9,1,Graduate
18,5,5,12.7,3.7,-1.7,1,1,0,1,0,1,1,8,9,1,13,28,6,8,3,Graduate
18,7,7,12.7,3.7,-1.7,1,1,0,1,0,0,1,9,12,1,22,28,6,8,1,Graduate
19,7,7,10.8,1.4,1.74,1,1,0,1,0,0,1,1,12,1,23,28,10,10,3,Graduate
21,11,8,8.9,1.4,3.51,1,1,0,1,0,0,1,17,9,16,1,14,21,37,1,Graduate
18,6,6,15.5,2.8,-4.06,1,1,0,1,0,1,1,1,6,1,22,27,10,7,1,Graduate
24,6,6,10.8,1.4,1.74,1,1,0,1,0,1,1,1,15,1,23,27,10,6,1,Graduate
18,7,8,16.2,0.3,-0.92,1,1,0,1,0,0,1,1,12,1,3,29,3,4,4,Dropout
18,6,3,13.9,-0.3,0.79,1,1,0,1,0,0,1,1,14,1,13,1,6,8,1,Enrolled
20,6,7,12.4,0.5,1.79,1,1,0,1,0,0,1,8,12,1,13,27,10,8,2,Graduate
19,3,4,9.4,-0.8,-3.12,1,1,0,1,0,0,1,8,6,1,1,14,5,10,2,Enrolled
18,3,3,7.6,2.6,0.32,1,1,0,0,0,1,1,1,15,1,19,28,1,9,5,Dropout
19,4,3,10.8,1.4,1.74,1,0,0,1,0,1,1,14,11,1,1,14,6,8,1,Dropout
19,5,5,10.8,1.4,1.74,1,1,0,1,0,0,1,8,16,1,1,28,5,9,2,Graduate
18,6,6,10.8,1.4,1.74,1,0,1,1,0,0,1,1,10,3,1,28,10,4,5,Graduate
20,6,6,11.1,0.6,2.02,1,1,0,1,0,0,1,1,16,1,13,1,32,16,2,Enrolled
18,8,8,9.4,-0.8,-3.12,1,1,0,1,0,1,1,1,12,1,23,28,10,10,5,Graduate
19,6,6,11.1,0.6,2.02,1,1,0,1,0,1,1,8,13,1,23,28,6,6,6,Graduate
18,4,2,13.9,-0.3,0.79,1,1,0,1,0,0,1,8,9,1,3,28,3,11,3,Enrolled
18,6,6,7.6,2.6,0.32,1,1,0,1,0,0,1,1,12,1,22,27,10,10,2,Graduate
21,4,2,11.1,0.6,2.02,1,1,0,1,0,0,1,1,6,1,1,27,5,10,1,Enrolled
19,1,0,7.6,2.6,0.32,1,1,1,0,0,0,1,8,11,1,19,28,1,8,1,Dropout
21,7,8,12.4,0.5,1.79,1,1,0,1,0,0,1,1,12,1,1,1,4,4,4,Graduate
18,4,3,11.1,0.6,2.02,1,0,0,1,0,0,1,1,6,1,4,1,3,10,1,Enrolled
18,7,8,12.7,3.7,-1.7,1,0,0,1,0,1,1,8,13,1,13,28,10,8,3,Graduate
18,7,8,11.1,0.6,2.02,1,0,0,1,0,0,1,1,12,1,1,1,4,11,1,Graduate
23,0,1,10.8,1.4,1.74,1,0,0,0,0,0,1,1,8,1,3,1,2,4,1,Dropout
20,3,4,16.2,0.3,-0.92,1,1,0,1,0,0,1,1,10,1,13,27,8,8,1,Enrolled
18,7,8,16.2,0.3,-0.92,1,0,0,1,0,0,1,1,12,1,23,28,6,6,1,Graduate
19,5,5,7.6,2.6,0.32,1,1,0,1,0,0,1,8,16,1,1,14,3,11,2,Enrolled
27,6,6,12.4,0.5,1.79,1,0,0,1,0,1,1,12,12,1,1,28,4,8,1,Enrolled
19,5,4,11.1,0.6,2.02,1,1,1,0,0,1,1,8,9,1,22,27,10,7,1,Enrolled
21,5,5,15.5,2.8,-4.06,1,1,0,1,0,0,1,14,8,1,1,14,10,10,1,Dropout
19,7,7,10.8,1.4,1.74,1,1,0,1,0,1,1,9,12,1,22,28,8,9,1,Graduate
21,6,6,13.9,-0.3,0.79,1,0,0,1,0,1,1,15,10,1,22,27,7,10,1,Graduate
18,5,4,10.8,1.4,1.74,1,1,0,1,0,0,1,1,15,1,13,14,10,10,5,Graduate
20,5,4,12.7,3.7,-1.7,1,1,0,1,0,1,1,8,6,1,13,28,8,8,1,Graduate
18,5,5,9.4,-0.8,-3.12,1,1,0,1,0,1,1,1,16,1,22,27,10,8,1,Graduate
18,6,6,12.7,3.7,-1.7,1,1,1,0,0,1,1,8,5,1,1,1,5,9,1,Dropout
18,6,6,8.9,1.4,3.51,1,1,0,1,0,0,1,1,6,1,1,3,5,5,3,Graduate
18,6,6,16.2,0.3,-0.92,1,1,0,1,0,1,1,8,15,1,1,1,4,4,4,Graduate
19,5,7,12.4,0.5,1.79,1,1,0,1,0,1,1,1,12,1,1,1,8,8,3,Enrolled
23,11,8,8.9,1.4,3.51,1,1,1,0,0,0,1,17,6,16,13,28,9,10,1,Enrolled
24,6,6,8.9,1.4,3.51,1,1,0,1,0,1,1,12,6,12,13,14,5,10,1,Graduate
19,0,0,10.8,1.4,1.74,1,1,0,1,0,0,1,1,2,1,1,1,4,4,1,Graduate
18,7,7,12.7,3.7,-1.7,1,1,0,1,0,0,1,1,12,1,13,14,10,10,3,Graduate
19,6,6,12.7,3.7,-1.7,1,0,0,1,0,0,1,1,5,1,1,14,5,4,2,Graduate
19,0,0,10.8,1.4,1.74,1,1,0,1,0,0,1,8,16,1,23,14,5,10,2,Dropout
20,5,5,11.1,0.6,2.02,1,0,0,1,0,1,1,1,10,1,1,28,6,9,1,Enrolled
20,6,5,13.9,-0.3,0.79,1,0,0,1,0,0,1,1,6,1,1,10,5,6,1,Enrolled
26,4,0,7.6,2.6,0.32,1,0,0,1,0,0,1,12,15,1,19,27,1,1,1,Dropout
36,0,0,15.5,2.8,-4.06,1,0,1,0,1,0,1,12,11,12,13,1,10,6,1,Dropout
19,0,0,10.8,1.4,1.74,1,0,0,0,1,0,1,8,2,1,1,1,5,11,1,Dropout
27,0,0,15.5,2.8,-4.06,1,0,0,0,1,0,1,13,7,1,13,27,10,10,1,Dropout
18,1,0,8.9,1.4,3.51,1,0,0,1,1,0,1,1,7,1,3,1,15,31,4,Dropout
18,7,7,10.8,1.4,1.74,1,1,0,1,1,1,1,1,12,1,22,28,10,10,4,Graduate
28,0,0,12.4,0.5,1.79,1,0,0,1,1,0,1,12,5,1,23,28,6,6,1,Dropout
21,0,0,12.4,0.5,1.79,1,1,0,1,1,0,1,15,2,14,13,1,10,10,1,Graduate
19,6,6,7.6,2.6,0.32,1,0,0,1,1,0,1,1,12,1,13,27,5,10,1,Graduate
26,0,0,9.4,-0.8,-3.12,1,0,1,0,1,0,1,12,14,7,6,16,4,4,1,Dropout
20,9,6,11.1,0.6,2.02,1,1,0,1,1,0,1,16,7,1,1,14,4,6,1,Dropout
19,7,7,12.7,3.7,-1.7,1,1,0,1,1,0,1,1,12,1,23,28,10,10,6,Graduate
21,3,4,12.7,3.7,-1.7,1,1,0,1,1,0,1,1,9,1,13,14,8,4,1,Dropout
23,5,6,8.9,1.4,3.51,1,0,0,1,1,1,1,17,14,16,1,14,10,10,1,Graduate
29,6,6,11.1,0.6,2.02,0,0,0,1,1,0,1,12,3,13,23,27,5,9,1,Graduate
20,7,7,12.7,3.7,-1.7,1,0,0,1,1,0,1,1,12,1,1,1,10,10,1,Graduate
18,6,6,15.5,2.8,-4.06,1,0,0,1,1,0,1,1,10,1,1,14,6,10,1,Graduate
19,5,5,9.4,-0.8,-3.12,1,1,0,1,1,0,1,1,15,1,1,28,4,6,1,Graduate
23,3,3,10.8,1.4,1.74,1,0,0,0,1,0,1,4,13,3,1,27,5,9,1,Dropout
21,0,0,13.9,-0.3,0.79,1,0,0,1,1,0,1,1,2,1,23,1,6,2,1,Dropout
18,5,4,15.5,2.8,-4.06,1,1,0,1,1,0,1,8,9,1,1,1,10,4,1,Enrolled
18,0,0,10.8,1.4,1.74,1,1,0,1,1,1,1,1,2,1,22,14,8,8,1,Graduate
21,1,0,9.4,-0.8,-3.12,1,1,1,0,1,0,1,1,5,1,13,27,6,6,5,Dropout
22,0,0,11.1,0.6,2.02,1,0,0,1,1,0,1,16,10,1,1,1,6,10,1,Dropout
21,7,5,8.9,1.4,3.51,1,1,0,1,1,0,1,9,13,1,3,14,3,9,1,Graduate
32,0,0,16.2,0.3,-0.92,1,1,0,0,1,0,1,12,12,1,23,14,10,10,1,Dropout
27,18,13,15.5,2.8,-4.06,1,1,0,1,1,0,1,4,4,3,1,14,5,2,1,Graduate
18,6,6,7.6,2.6,0.32,1,1,0,1,1,0,1,1,12,1,13,28,10,9,1,Graduate
24,6,2,15.5,2.8,-4.06,1,1,0,1,1,1,1,12,5,1,1,1,6,4,1,Graduate
22,2,0,12.7,3.7,-1.7,1,1,0,1,1,0,1,1,8,1,13,27,2,10,1,Dropout
22,0,0,10.8,1.4,1.74,1,1,0,0,1,0,1,14,8,1,2,3,4,3,1,Dropout
19,5,5,13.9,-0.3,0.79,1,1,0,1,1,0,1,1,9,1,22,27,10,6,3,Graduate
19,0,0,7.6,2.6,0.32,1,1,0,1,1,0,1,8,7,1,22,11,5,12,6,Dropout
21,4,3,10.8,1.4,1.74,1,1,0,1,1,0,1,1,6,1,1,14,4,4,2,Enrolled
18,8,8,9.4,-0.8,-3.12,1,1,0,1,0,1,1,1,12,1,1,1,3,8,2,Graduate
18,6,5,9.4,-0.8,-3.12,1,1,0,1,0,0,1,1,11,1,3,14,4,11,2,Graduate
20,0,0,16.2,0.3,-0.92,1,1,1,1,0,0,1,1,2,1,13,14,10,10,1,Dropout
19,6,6,13.9,-0.3,0.79,1,1,0,1,0,0,1,8,10,1,1,14,5,10,1,Graduate
19,5,6,8.9,1.4,3.51,1,1,1,1,0,0,1,8,15,1,23,28,29,39,5,Graduate
18,5,6,12.4,0.5,1.79,1,1,0,1,0,1,1,8,11,1,10,1,10,4,1,Graduate
20,6,6,16.2,0.3,-0.92,1,1,0,1,0,0,1,1,8,1,1,1,4,10,1,Enrolled
22,7,9,12.4,0.5,1.79,1,0,1,1,0,1,1,15,5,14,10,27,4,10,1,Graduate
31,6,7,12.4,0.5,1.79,1,0,0,1,0,0,2,12,13,12,22,28,10,10,1,Graduate
19,7,7,16.2,0.3,-0.92,1,0,0,1,0,1,1,8,16,1,13,14,10,9,1,Graduate
18,0,0,12.4,0.5,1.79,1,1,0,1,0,0,1,1,2,1,1,3,4,4,2,Enrolled
18,6,5,8.9,1.4,3.51,1,1,0,1,0,1,1,1,11,1,23,28,10,8,2,Graduate
21,5,5,7.6,2.6,0.32,1,0,0,1,0,0,1,1,6,1,10,1,2,12,1,Graduate
18,7,8,13.9,-0.3,0.79,1,1,0,1,0,1,1,8,12,1,23,1,10,8,5,Graduate
25,0,0,15.5,2.8,-4.06,1,0,1,0,1,0,1,15,9,14,2,27,3,9,1,Dropout
21,0,0,11.1,0.6,2.02,1,0,1,1,1,0,1,6,7,1,1,3,6,9,1,Dropout
19,7,7,10.8,1.4,1.74,1,1,0,1,0,1,1,9,12,1,23,27,6,6,2,Graduate
19,5,5,10.8,1.4,1.74,1,1,0,1,0,0,1,1,15,1,23,1,10,10,2,Enrolled
22,4,1,7.6,2.6,0.32,1,1,0,1,0,0,1,8,11,1,9,24,6,1,1,Dropout
19,5,5,12.4,0.5,1.79,1,0,0,1,1,0,1,6,9,1,23,1,10,2,1,Graduate
58,0,0,11.1,0.6,2.02,0,0,0,1,0,0,1,12,3,12,22,27,10,6,1,Dropout
19,4,6,10.8,1.4,1.74,1,1,0,1,0,1,1,7,10,1,13,27,10,8,2,Graduate
23,6,10,9.4,-0.8,-3.12,1,1,0,1,1,0,1,14,14,1,22,27,10,10,1,Graduate
19,4,3,9.4,-0.8,-3.12,1,1,0,1,0,1,1,1,15,1,22,27,10,10,2,Enrolled
18,7,8,13.9,-0.3,0.79,1,1,0,1,0,0,1,9,12,1,13,1,5,8,3,Graduate
20,5,4,7.6,2.6,0.32,1,0,0,1,0,0,1,1,6,1,13,14,12,12,2,Graduate
18,0,0,12.7,3.7,-1.7,1,0,0,0,0,0,1,8,6,1,13,14,12,8,5,Dropout
18,6,5,8.9,1.4,3.51,1,0,0,1,0,0,1,8,14,1,3,14,6,6,1,Graduate
18,5,5,11.1,0.6,2.02,1,1,1,1,0,1,1,8,9,1,13,14,6,8,4,Graduate
24,6,5,11.1,0.6,2.02,1,0,0,1,0,0,1,12,8,1,23,28,10,11,1,Dropout
18,5,5,10.8,1.4,1.74,1,1,0,1,0,0,1,8,16,1,22,27,10,6,4,Dropout
19,5,3,9.4,-0.8,-3.12,1,1,0,1,0,1,1,1,9,1,1,28,6,8,3,Enrolled
19,6,6,8.9,1.4,3.51,1,1,0,1,0,1,1,8,10,1,13,28,10,8,3,Graduate
18,6,6,7.6,2.6,0.32,1,1,0,1,0,0,1,1,11,1,23,28,7,7,1,Graduate
18,4,5,12.7,3.7,-1.7,1,1,0,1,0,0,1,1,8,1,13,27,10,10,2,Enrolled
19,0,0,10.8,1.4,1.74,1,1,0,1,0,1,1,1,2,1,13,14,6,6,1,Graduate
22,6,4,13.9,-0.3,0.79,1,0,0,1,0,0,1,15,6,1,4,4,3,7,1,Graduate
19,5,2,10.8,1.4,1.74,1,1,0,1,0,0,1,1,11,1,2,27,2,2,1,Enrolled
21,3,4,12.7,3.7,-1.7,1,1,0,1,0,1,3,8,10,1,22,27,10,10,1,Enrolled
21,5,6,8.9,1.4,3.51,1,1,0,1,0,1,1,8,15,1,13,28,10,8,1,Graduate
18,7,7,10.8,1.4,1.74,1,1,0,1,0,1,1,1,12,1,23,28,6,8,3,Graduate
20,4,1,10.8,1.4,1.74,1,1,0,1,0,0,1,1,16,1,1,10,5,10,5,Dropout
18,6,5,7.6,2.6,0.32,1,1,0,1,0,1,1,1,11,1,22,28,8,8,3,Enrolled
19,6,6,12.7,3.7,-1.7,1,1,0,1,0,0,1,7,5,1,1,28,5,9,3,Graduate
18,6,6,11.1,0.6,2.02,1,1,0,1,0,1,1,1,12,1,1,28,10,10,2,Enrolled
26,6,2,11.1,0.6,2.02,1,0,1,0,1,0,1,6,9,1,26,1,4,5,1,Dropout
19,2,2,8.9,1.4,3.51,1,0,1,1,0,0,1,6,7,1,1,3,21,31,1,Enrolled
35,6,6,15.5,2.8,-4.06,0,0,0,1,0,0,2,12,3,1,22,27,10,10,1,Graduate
19,6,6,12.4,0.5,1.79,1,1,0,1,0,1,1,9,14,1,1,1,10,10,1,Graduate
18,4,5,10.8,1.4,1.74,1,1,0,1,1,0,1,1,6,1,23,27,10,7,1,Graduate
19,4,4,7.6,2.6,0.32,1,0,0,1,1,0,1,1,14,1,13,14,8,4,5,Graduate
25,17,17,12.4,0.5,1.79,1,1,0,1,1,0,1,1,2,1,1,1,10,10,1,Graduate
18,6,6,11.1,0.6,2.02,1,1,0,1,1,0,1,8,11,1,1,1,5,4,6,Graduate
26,0,0,16.2,0.3,-0.92,1,1,1,0,1,0,1,8,4,1,1,4,10,6,1,Dropout
34,5,5,9.4,-0.8,-3.12,0,0,0,1,1,0,1,14,17,1,1,1,7,7,1,Graduate
18,0,0,12.7,3.7,-1.7,1,1,0,0,1,0,1,1,11,1,4,14,5,4,2,Dropout
18,0,0,9.4,-0.8,-3.12,1,0,0,0,1,0,1,1,2,1,3,20,4,6,1,Dropout
18,4,3,8.9,1.4,3.51,1,1,0,1,1,1,1,8,7,1,1,14,5,4,3,Dropout
20,3,3,12.4,0.5,1.79,1,0,0,1,1,0,1,15,4,14,22,27,10,5,1,Dropout
25,6,9,16.2,0.3,-0.92,1,0,0,1,1,0,1,15,5,14,1,14,5,5,1,Graduate
18,6,5,11.1,0.6,2.02,1,0,0,1,1,0,1,8,8,1,2,1,5,2,1,Dropout
19,11,12,15.5,2.8,-4.06,1,1,0,1,1,0,1,1,4,1,13,27,10,10,1,Graduate
20,0,0,10.8,1.4,1.74,1,1,0,1,1,0,1,1,2,1,1,1,5,2,1,Dropout
20,6,6,10.8,1.4,1.74,1,1,0,1,1,1,1,9,10,1,13,27,6,8,2,Graduate
20,4,4,7.6,2.6,0.32,1,0,0,1,1,0,1,1,7,1,3,1,3,4,1,Enrolled
19,0,0,11.1,0.6,2.02,1,1,0,1,1,1,1,1,9,1,1,27,5,10,2,Dropout
20,5,4,8.9,1.4,3.51,1,0,0,1,1,0,1,1,9,1,1,14,5,6,1,Enrolled
18,6,6,11.1,0.6,2.02,1,1,0,1,1,0,1,1,12,1,1,1,4,8,6,Enrolled
19,4,1,16.2,0.3,-0.92,1,1,0,1,1,0,1,1,14,1,2,28,21,35,1,Enrolled
20,0,0,9.4,-0.8,-3.12,1,1,0,0,1,0,1,9,9,1,22,27,8,8,1,Dropout
